"source_url","target_url","target_status","anchor_text","rel"
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-bachelor-of-computer-application-recruitment-2026--4463","https://www.searchsarkarinaukri.com/districts/rourkela","404","All government jobs in rourkela",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-bachelor-of-computer-application-recruitment-2026--4463","https://www.searchsarkarinaukri.com/jobs-in-rourkela","404","rourkela sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-bachelor-of-science-recruitment-2026--4461","https://www.searchsarkarinaukri.com/districts/rourkela","404","All government jobs in rourkela",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-bachelor-of-science-recruitment-2026--4461","https://www.searchsarkarinaukri.com/jobs-in-rourkela","404","rourkela sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-electronics-communication-recruitment-2026--4457","https://www.searchsarkarinaukri.com/districts/rourkela","404","All government jobs in rourkela",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-electronics-communication-recruitment-2026--4457","https://www.searchsarkarinaukri.com/jobs-in-rourkela","404","rourkela sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-electronics-instrumentation-recruitment-2026--4458","https://www.searchsarkarinaukri.com/districts/rourkela","404","All government jobs in rourkela",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-electronics-instrumentation-recruitment-2026--4458","https://www.searchsarkarinaukri.com/jobs-in-rourkela","404","rourkela sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-bachelor-of-arts-recruitment-2026--4460","https://www.searchsarkarinaukri.com/districts/rourkela","404","All government jobs in rourkela",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-bachelor-of-arts-recruitment-2026--4460","https://www.searchsarkarinaukri.com/jobs-in-rourkela","404","rourkela sarkari naukri",""
"https://www.searchsarkarinaukri.com/jobs/sail-rsp-graduate-apprentice-production-recruitment-2026--4459","https://www.searchsarkarinaukri.com/districts/rourkela","404","All government jobs in rourkela",""
